identifier,asset_type,instruction,eligible_for_bounty,eligible_for_submission,availability_requirement,confidentiality_requirement,integrity_requirement,max_severity,system_tags,created_at,updated_at
*.tui.transunion.com,WILDCARD,,false,true,high,high,high,critical,,2024-02-20 20:17:53 UTC,2024-07-18 16:18:42 UTC
vpn.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:55 UTC,2024-07-18 16:20:55 UTC
glm.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
tuvpn2.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
cv.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
techservices.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:38 UTC,2024-07-18 16:19:38 UTC
listserv.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
qexadmin-ctf.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
gfscs-console-uat-staging.gcp.gfs.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
stagedirect.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:38 UTC,2024-07-18 16:19:38 UTC
customerportal.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
*.transunion.co.br,WILDCARD,"",false,true,high,high,high,critical,,2024-04-01 18:35:24 UTC,2024-04-01 18:35:24 UTC
creditview.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
api-de.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
vcportal.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
tusso.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
apps.transunion.ph,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
decisioncentre-uat.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
clientportal.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:41 UTC,2024-07-18 16:18:41 UTC
content.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
service.transunion.com,URL,,false,true,high,high,high,critical,,2024-02-20 20:12:49 UTC,2024-07-18 16:19:39 UTC
ct.hmrc.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
partner.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:35 UTC,2024-07-18 16:19:35 UTC
tableau-prama.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:38 UTC,2024-07-18 16:19:38 UTC
datagatewayprofile.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
lendprotect.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
entuity-webhooks.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
mduatext.corp.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
veracode.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
chn01-oob.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:41 UTC,2024-07-18 16:18:41 UTC
cm-ctf.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:41 UTC,2024-07-18 16:18:41 UTC
help.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:17 UTC,2024-07-18 16:19:17 UTC
atlascspt.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:10 UTC,2024-07-18 16:22:10 UTC
edegftp-test.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
cfed-stg.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
securekey-uat.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
access2.decision.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
pingcrt-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
en.manualupdates.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
businessupdate.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
myfilegateway.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
appservices.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:53 UTC,2024-07-18 16:20:53 UTC
filereceiver.tui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
hko3w9ap03-extweb.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
tuexperience.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
ciamfed.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:41 UTC,2024-07-18 16:18:41 UTC
secure.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
autodiscover.corp.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
homecreditgateway.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:10 UTC,2024-07-18 16:22:10 UTC
ct.core-data.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
tucl-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
identity.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
calltrackeruat.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
svmidweb02.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
vpnash-neustar.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
km-ssltest.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
tuairwatch.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
clientadmin.pp.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:10 UTC,2024-07-18 16:21:10 UTC
cmsdev.transunion.do,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
ca-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
es-help.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
nasam.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
videoassessments.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
resetmypassword.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
residentid-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
iamadmin.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
ct.ciamfed.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
icrs-uat.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
clarity.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:41 UTC,2024-07-18 16:18:41 UTC
pfs.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
checkmyscore.transunion.com,URL,,false,true,high,high,high,critical,,2024-02-20 20:19:09 UTC,2024-07-18 16:18:42 UTC
cmspvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:57 UTC,2024-07-18 16:18:57 UTC
newsroom.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
itrs-fch.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
clientadmin.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
vdi.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
newsroom.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
tuocrsuat1.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
de-tuci.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
tuls.gslb.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
trueidentity-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:00 UTC,2024-07-18 16:20:00 UTC
crs3-ctf-odic.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
gfscs-console-staging.gcp.gfs.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
hybridsmtp.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
aerest-cvd.tui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
partneruat.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
qexrc-ctf.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
webupdates.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:55 UTC,2024-07-18 16:20:55 UTC
residentvision.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
cast-event.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
filetransfer-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
selfserviceestimate.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
*.security.neustar,WILDCARD,,false,false,high,high,high,critical,,2024-05-02 21:45:46 UTC,2024-05-02 21:45:46 UTC
chivpn.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
mail.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
ivrservices-uat.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
sandbox.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
my.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
en.direct.gs.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
*.transunionafrica.com,WILDCARD,"",false,true,high,high,high,critical,,2024-04-01 16:41:32 UTC,2024-04-01 16:41:32 UTC
cmsstage.transunioncibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
content.tui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
boi.lv.dstr.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:10 UTC,2024-07-18 16:21:10 UTC
qte.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
membership.tui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
portal1.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
aeresource.tui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
tlsvalidation.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:38 UTC,2024-07-18 16:19:38 UTC
portal.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
chi03oobvpn.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
compassdriving.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
savo.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
portal-uat.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
securetransfer.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
hmrc.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
